token,clean_token,is_short_token,has_repeated_char_pattern,has_nonstandard_chars,is_probable_name,is_probable_filler,quality_flags,min_count_all_labels,max_count_all_labels,mean_count_all_labels,count_ratio_max_to_min,count_cv_all_labels,range_cosine_similarity,range_cosine_distance,adjacent_distance_mean,adjacent_distance_sum,adjacent_distance_max,dominant_jump_pair,one_step_dominance,count_1960_1969,count_1970_1979,count_1980_1989,count_1990_1999,count_2000_2009,count_2010_2019,cos_1960_1969__to__1970_1979,cos_1970_1979__to__1980_1989,cos_1980_1989__to__1990_1999,cos_1990_1999__to__2000_2009,cos_2000_2009__to__2010_2019,dist_1960_1969__to__1970_1979,dist_1970_1979__to__1980_1989,dist_1980_1989__to__1990_1999,dist_1990_1999__to__2000_2009,dist_2000_2009__to__2010_2019
press,True,False,False,False,False,False,,132,19727,4360.166666666667,149.4469696969697,1.6048660569885418,0.27586889266967773,0.7241311073303223,0.3931260108947754,1.965630054473877,0.48843520879745483,1960_1969__to__1970_1979,0.24848786153109062,132,219,559,1524,4000,19727,0.5115647912025452,0.5150121450424194,0.5692901611328125,0.66706782579422,0.771435022354126,0.48843520879745483,0.48498785495758057,0.4307098388671875,0.33293217420578003,0.22856497764587402
sh,False,True,False,False,False,False,too_short,121,11389,2350.8333333333335,94.12396694214875,1.7318786685560768,0.28048330545425415,0.7195166945457458,0.5351256430149078,2.675628215074539,0.630702018737793,1970_1979__to__1980_1989,0.23572109726770185,121,215,255,552,1573,11389,0.4984905421733856,0.36929798126220703,0.4472493529319763,0.4765363335609436,0.5327975749969482,0.5015094578266144,0.630702018737793,0.5527506470680237,0.5234636664390564,0.46720242500305176
hook,True,False,False,False,False,False,,112,123585,22577.166666666668,1103.4375,2.0043059019192824,0.28061822056770325,0.7193817794322968,0.37804421186447146,1.8902210593223572,0.4060487151145935,1980_1989__to__1990_1999,0.21481546463150805,112,225,562,3178,7801,123585,0.6488689184188843,0.6111890077590942,0.5939512848854065,0.61946702003479,0.6363027095794678,0.3511310815811157,0.38881099224090576,0.4060487151145935,0.38053297996520996,0.3636972904205322
ma,False,True,False,False,False,False,too_short,593,45442,10018.5,76.63069139966274,1.5987441575564973,0.2844625413417816,0.7155374586582184,0.5093621194362641,2.54681059718132,0.6282498836517334,1980_1989__to__1990_1999,0.24668103876552433,593,1149,2175,2895,7857,45442,0.5483391880989075,0.572431206703186,0.3717501163482666,0.4365479648113251,0.5241209268569946,0.45166081190109253,0.42756879329681396,0.6282498836517334,0.5634520351886749,0.47587907314300537
rocking,True,False,False,False,False,False,,234,24930,5468.833333333333,106.53846153846153,1.6082242788207273,0.28519487380981445,0.7148051261901855,0.3786300301551819,1.8931501507759094,0.4768717885017395,1960_1969__to__1970_1979,0.25189327339212536,234,672,1118,1675,4184,24930,0.5231282114982605,0.5971341133117676,0.5763853192329407,0.6794357895851135,0.7307664155960083,0.4768717885017395,0.4028658866882324,0.4236146807670593,0.3205642104148865,0.2692335844039917
canyon,True,False,False,False,False,False,,102,1643,461.8333333333333,16.107843137254903,1.1786186892441184,0.28724902868270874,0.7127509713172913,0.43290968537330626,2.1645484268665314,0.5271371304988861,1960_1969__to__1970_1979,0.24353214922614896,102,142,112,294,478,1643,0.4728628695011139,0.6313528418540955,0.5361078977584839,0.5893040895462036,0.6058238744735718,0.5271371304988861,0.36864715814590454,0.4638921022415161,0.4106959104537964,0.3941761255264282
harry,False,False,False,False,True,False,probable_name,174,4209,1063.1666666666667,24.189655172413794,1.3445282690249043,0.28743913769721985,0.7125608623027802,0.5851256310939789,2.9256281554698944,0.6246280670166016,1990_1999__to__2000_2009,0.2135022066453548,174,198,395,460,943,4209,0.4160374701023102,0.4204915761947632,0.41352757811546326,0.37537193298339844,0.44894328713417053,0.5839625298976898,0.5795084238052368,0.5864724218845367,0.6246280670166016,0.5510567128658295
molly,True,False,False,False,False,False,,127,21362,3825.6666666666665,168.20472440944883,2.050404078379432,0.2885449230670929,0.7114550769329071,0.4963414341211319,2.4817071706056595,0.7549008280038834,2000_2009__to__2010_2019,0.3041861009813056,253,127,174,431,607,21362,0.6744734048843384,0.6833769679069519,0.5679721236228943,0.3473711609840393,0.24509917199611664,0.3255265951156616,0.3166230320930481,0.4320278763771057,0.6526288390159607,0.7549008280038834
joe,False,False,False,False,True,False,probable_name,806,11317,3439.0,14.040942928039703,1.0701478199442331,0.2885919511318207,0.7114080488681793,0.4881338894367218,2.440669447183609,0.5480884313583374,1980_1989__to__1990_1999,0.22456479388915188,806,947,1170,2567,3827,11317,0.48138508200645447,0.4631096124649048,0.4519115686416626,0.4930439591407776,0.6698803305625916,0.5186149179935455,0.5368903875350952,0.5480884313583374,0.5069560408592224,0.33011966943740845
hooray,True,False,False,False,False,False,,107,1515,493.8333333333333,14.158878504672897,1.0034292190378882,0.2896518111228943,0.7103481888771057,0.45519150495529176,2.2759575247764587,0.4823128581047058,1980_1989__to__1990_1999,0.21191645839351853,107,131,149,413,648,1515,0.5234338045120239,0.5828489661216736,0.5176871418952942,0.5399929285049438,0.5600796341896057,0.4765661954879761,0.4171510338783264,0.4823128581047058,0.46000707149505615,0.4399203658103943
